,A,B,text,target,stem
3444,30,21,وَمِنْ آيَاتِهِ أَنْ خَلَقَ لَكُم مِّنْ أَنفُسِكُمْ أَزْوَاجًا لِّتَسْكُنُوا إِلَيْهَا وَجَعَلَ بَيْنَكُم مَّوَدَّةً وَرَحْمَةً إِنَّ فِي ذَلِكَ لَآيَاتٍ لِّقَوْمٍ يَتَفَكَّرُونَ,3430,"['سكن', 'قوم', 'نفس', 'آيا', 'آي', 'زواج', 'جعل', 'خلق', 'رحم', 'إلى', 'مود', 'تفكر', 'بين']"
3445,30,22,وَمِنْ آيَاتِهِ خَلْقُ السَّمَاوَاتِ وَالْأَرْضِ وَاخْتِلَافُ أَلْسِنَتِكُمْ وَأَلْوَانِكُمْ إِنَّ فِي ذَلِكَ لَآيَاتٍ لِّلْعَالِمِينَ,3431,"['عالم', 'ختلاف', 'آيا', 'آي', 'سن', 'خلق', 'أرض', 'سماو', 'لوا']"
3446,30,23,وَمِنْ آيَاتِهِ مَنَامُكُم بِاللَّيْلِ وَالنَّهَارِ وَابْتِغَاؤُكُم مِّن فَضْلِهِ إِنَّ فِي ذَلِكَ لَآيَاتٍ لِّقَوْمٍ يَسْمَعُونَ,3432,"['نهار', 'قوم', 'ابتغاؤ', 'آيا', 'منام', 'آي', 'ليل', 'سمع', 'ضل']"
3447,30,24,وَمِنْ آيَاتِهِ يُرِيكُمُ الْبَرْقَ خَوْفًا وَطَمَعًا وَيُنَزِّلُ مِنَ السَّمَاءِ مَاءً فَيُحْيِي بِهِ الْأَرْضَ بَعْدَ مَوْتِهَا إِنَّ فِي ذَلِكَ لَآيَاتٍ لِّقَوْمٍ يَعْقِلُونَ,3433,"['برق', 'خوف', 'قوم', 'مو', 'آيا', 'آي', 'نزل', 'طمع', 'أرض', 'عقل', 'بعد', 'حيي', 'ري', 'ماء', 'سماء']"
3448,30,25,وَمِنْ آيَاتِهِ أَن تَقُومَ السَّمَاءُ وَالْأَرْضُ بِأَمْرِهِ ثُمَّ إِذَا دَعَاكُمْ دَعْوَةً مِّنَ الْأَرْضِ إِذَا أَنتُمْ تَخْرُجُونَ,3434,"['دعا', 'خرج', 'دعو', 'آيا', 'أرض', 'أرض', 'أنتم', 'أمر', 'قوم', 'سماء']"
3449,30,26,وَلَهُ مَن فِي السَّمَاوَاتِ وَالْأَرْضِ كُلٌّ لَّهُ قَانِتُونَ,3435,"['له', 'أرض', 'سماو', 'قانت']"
3450,30,27,وَهُوَ الَّذِي يَبْدَأُ الْخَلْقَ ثُمَّ يُعِيدُهُ وَهُوَ أَهْوَنُ عَلَيْهِ وَلَهُ الْمَثَلُ الْأَعْلَى فِي السَّمَاوَاتِ وَالْأَرْضِ وَهُوَ الْعَزِيزُ الْحَكِيمُ,3436,"['على', 'هو', 'مثل', 'بدأ', 'عزيز', 'أعلى', 'له', 'سماو', 'أرض', 'هو', 'حكيم', 'خلق', 'عيد']"
3451,30,28,ضَرَبَ لَكُم مَّثَلًا مِّنْ أَنفُسِكُمْ هَل لَّكُم مِّن مَّا مَلَكَتْ أَيْمَانُكُم مِّن شُرَكَاءَ فِي مَا رَزَقْنَاكُمْ فَأَنتُمْ فِيهِ سَوَاءٌ تَخَافُونَهُمْ كَخِيفَتِكُمْ أَنفُسَكُمْ كَذَلِكَ نُفَصِّلُ الْآيَاتِ لِقَوْمٍ يَعْقِلُونَ,3437,"['ملك', 'ضرب', 'آي', 'فصل', 'قوم', 'نفس', 'خاف', 'ما', 'عقل', 'أنتم', 'شركاء', 'رزق', 'خيف']"
3452,30,29,بَلِ اتَّبَعَ الَّذِينَ ظَلَمُوا أَهْوَاءَهُم بِغَيْرِ عِلْمٍ فَمَن يَهْدِي مَنْ أَضَلَّ اللَّهُ وَمَا لَهُم مِّن نَّاصِرِينَ,3438,"['ضل', 'علم', 'ظلم', 'غير', 'من', 'هدي', 'هواء', 'له', 'تبع', 'ناصر']"
3453,30,30,فَأَقِمْ وَجْهَكَ لِلدِّينِ حَنِيفًا فِطْرَتَ اللَّهِ الَّتِي فَطَرَ النَّاسَ عَلَيْهَا لَا تَبْدِيلَ لِخَلْقِ اللَّهِ ذَلِكَ الدِّينُ الْقَيِّمُ وَلَكِنَّ أَكْثَرَ النَّاسِ لَا يَعْلَمُونَ,3439,"['أكثر', 'حنيف', 'دين', 'التي', 'جه', 'ناس', 'لكن', 'قم', 'دين', 'خلق', 'له', 'علم', 'بديل', 'قيم', 'طر', 'طر']"
3454,30,31,مُنِيبِينَ إِلَيْهِ وَاتَّقُوهُ وَأَقِيمُوا الصَّلَاةَ وَلَا تَكُونُوا مِنَ الْمُشْرِكِينَ,3440,"['أقيم', 'تق', 'منيب', 'مشرك', 'صلا']"
3455,30,32,مِنَ الَّذِينَ فَرَّقُوا دِينَهُمْ وَكَانُوا شِيَعًا كُلُّ حِزْبٍ بِمَا لَدَيْهِمْ فَرِحُونَ,3441,"['حزب', 'رح', 'لدى', 'رق', 'شيع', 'دي']"
3456,30,33,وَإِذَا مَسَّ النَّاسَ ضُرٌّ دَعَوْا رَبَّهُم مُّنِيبِينَ إِلَيْهِ ثُمَّ إِذَا أَذَاقَهُم مِّنْهُ رَحْمَةً إِذَا فَرِيقٌ مِّنْهُم بِرَبِّهِمْ يُشْرِكُونَ,3442,"['رحم', 'مس', 'إذا', 'ضر', 'ناس', 'من', 'رب', 'رب', 'منيب', 'ذاق', 'شرك', 'دع', 'ريق', 'من']"
3457,30,34,لِيَكْفُرُوا بِمَا آتَيْنَاهُمْ فَتَمَتَّعُوا فَسَوْفَ تَعْلَمُونَ,3443,"['كفر', 'متع', 'علم', 'سوف', 'آتين']"
3458,30,35,أَمْ أَنزَلْنَا عَلَيْهِمْ سُلْطَانًا فَهُوَ يَتَكَلَّمُ بِمَا كَانُوا بِهِ يُشْرِكُونَ,3444,"['تكلم', 'سلط', 'أم', 'هو', 'شرك', 'نزل']"
3459,30,36,وَإِذَا أَذَقْنَا النَّاسَ رَحْمَةً فَرِحُوا بِهَا وَإِن تُصِبْهُمْ سَيِّئَةٌ بِمَا قَدَّمَتْ أَيْدِيهِمْ إِذَا هُمْ يَقْنَطُونَ,3445,"['ذق', 'رح', 'رحم', 'إذا', 'ناس', 'صب', 'دي', 'قدم', 'قنط', 'سيئ', 'بها']"
3460,30,37,أَوَلَمْ يَرَوْا أَنَّ اللَّهَ يَبْسُطُ الرِّزْقَ لِمَن يَشَاءُ وَيَقْدِرُ إِنَّ فِي ذَلِكَ لَآيَاتٍ لِّقَوْمٍ يُؤْمِنُونَ,3446,"['رو', 'ؤمن', 'قوم', 'شاء', 'قدر', 'آي', 'له', 'من', 'بسط', 'رزق']"
3461,36,83,فَسُبْحَانَ الَّذِي بِيَدِهِ مَلَكُوتُ كُلِّ شَيْءٍ وَإِلَيْهِ تُرْجَعُونَ,3788,"['رجع', 'ملكو', 'يد', 'سبحان', 'شيء', 'إلى']"
3462,30,39,وَمَا آتَيْتُم مِّن رِّبًا لِّيَرْبُوَ فِي أَمْوَالِ النَّاسِ فَلَا يَرْبُو عِندَ اللَّهِ وَمَا آتَيْتُم مِّن زَكَاةٍ تُرِيدُونَ وَجْهَ اللَّهِ فَأُولَئِكَ هُمُ الْمُضْعِفُونَ,3448,"['ربو', 'مضعف', 'رب', 'ناس', 'لا', 'ربو', 'آتيتم', 'جه', 'أولئك', 'ريد', 'له', 'زكا', 'موال']"
3463,30,40,اللَّهُ الَّذِي خَلَقَكُمْ ثُمَّ رَزَقَكُمْ ثُمَّ يُمِيتُكُمْ ثُمَّ يُحْيِيكُمْ هَلْ مِن شُرَكَائِكُم مَّن يَفْعَلُ مِن ذَلِكُم مِّن شَيْءٍ سُبْحَانَهُ وَتَعَالَى عَمَّا يُشْرِكُونَ,3449,"['شركائ', 'خلق', 'عالى', 'ميت', 'له', 'فعل', 'ذلكم', 'عما', 'شرك', 'سبحان', 'حيي', 'شيء', 'رزق']"
3464,30,41,ظَهَرَ الْفَسَادُ فِي الْبَرِّ وَالْبَحْرِ بِمَا كَسَبَتْ أَيْدِي النَّاسِ لِيُذِيقَهُم بَعْضَ الَّذِي عَمِلُوا لَعَلَّهُمْ يَرْجِعُونَ,3450,"['ظهر', 'بر', 'ناس', 'سبت', 'فساد', 'دي', 'رجع', 'بحر', 'ذيق', 'لعل', 'بعض', 'عمل']"
3465,30,42,قُلْ سِيرُوا فِي الْأَرْضِ فَانظُرُوا كَيْفَ كَانَ عَاقِبَةُ الَّذِينَ مِن قَبْلُ كَانَ أَكْثَرُهُم مُّشْرِكِينَ,3451,"['عاقب', 'نظر', 'مشرك', 'أرض', 'روا', 'أكثر', 'كيف']"
3466,30,43,فَأَقِمْ وَجْهَكَ لِلدِّينِ الْقَيِّمِ مِن قَبْلِ أَن يَأْتِيَ يَوْمٌ لَّا مَرَدَّ لَهُ مِنَ اللَّهِ يَوْمَئِذٍ يَصَّدَّعُونَ,3452,"['جه', 'أتي', 'قم', 'يومئذ', 'دين', 'وم', 'له', 'قيم', 'مرد', 'صدع']"
3467,30,44,مَن كَفَرَ فَعَلَيْهِ كُفْرُهُ وَمَنْ عَمِلَ صَالِحًا فَلِأَنفُسِهِمْ يَمْهَدُونَ,3453,"['فر', 'على', 'صالح', 'عمل', 'فر', 'مهد', 'أنفس']"
3468,30,45,لِيَجْزِيَ الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ مِن فَضْلِهِ إِنَّهُ لَا يُحِبُّ الْكَافِرِينَ,3454,"['صالح', 'آمنو', 'كافر', 'حب', 'جزي', 'ضل', 'عمل']"
3469,30,46,وَمِنْ آيَاتِهِ أَن يُرْسِلَ الرِّيَاحَ مُبَشِّرَاتٍ وَلِيُذِيقَكُم مِّن رَّحْمَتِهِ وَلِتَجْرِيَ الْفُلْكُ بِأَمْرِهِ وَلِتَبْتَغُوا مِن فَضْلِهِ وَلَعَلَّكُمْ تَشْكُرُونَ,3455,"['رياح', 'لعل', 'ذيق', 'آيا', 'مبشر', 'رحم', 'جر', 'بتغ', 'شكر', 'رسل', 'أمر', 'ضل', 'فلك']"
3470,30,47,وَلَقَدْ أَرْسَلْنَا مِن قَبْلِكَ رُسُلًا إِلَى قَوْمِهِمْ فَجَاءُوهُم بِالْبَيِّنَاتِ فَانتَقَمْنَا مِنَ الَّذِينَ أَجْرَمُوا وَكَانَ حَقًّا عَلَيْنَا نَصْرُ الْمُؤْمِنِينَ,3456,"['قبل', 'رسل', 'قد', 'رسل', 'حق', 'جرم', 'نتقم', 'بين', 'مؤمن', 'صر', 'قوم', 'جاء']"
3471,30,48,اللَّهُ الَّذِي يُرْسِلُ الرِّيَاحَ فَتُثِيرُ سَحَابًا فَيَبْسُطُهُ فِي السَّمَاءِ كَيْفَ يَشَاءُ وَيَجْعَلُهُ كِسَفًا فَتَرَى الْوَدْقَ يَخْرُجُ مِنْ خِلَالِهِ فَإِذَا أَصَابَ بِهِ مَن يَشَاءُ مِنْ عِبَادِهِ إِذَا هُمْ يَسْتَبْشِرُونَ,3457,"['يستبشر', 'سفا', 'رى', 'خرج', 'كيف', 'بسط', 'شاء', 'ثير', 'رسل', 'عباد', 'رياح', 'سماء', 'خلال', 'سحاب', 'إذا', 'جعل', 'صاب', 'له', 'ودق']"
3472,30,49,وَإِن كَانُوا مِن قَبْلِ أَن يُنَزَّلَ عَلَيْهِم مِّن قَبْلِهِ لَمُبْلِسِينَ,3458,"['قبل', 'نزل', 'مبلس']"
3473,30,50,فَانظُرْ إِلَى آثَارِ رَحْمَتِ اللَّهِ كَيْفَ يُحْيِي الْأَرْضَ بَعْدَ مَوْتِهَا إِنَّ ذَلِكَ لَمُحْيِي الْمَوْتَى وَهُوَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ,3459,"['آثار', 'مو', 'موتى', 'قدير', 'محي', 'أرض', 'بعد', 'رحم', 'له', 'هو', 'نظر', 'شيء', 'حيي', 'كيف']"
3474,30,51,وَلَئِنْ أَرْسَلْنَا رِيحًا فَرَأَوْهُ مُصْفَرًّا لَّظَلُّوا مِن بَعْدِهِ يَكْفُرُونَ,3460,"['كفر', 'رسل', 'لئن', 'مصفر', 'رأ', 'ريح', 'بعد', 'ظل']"
3475,30,52,فَإِنَّكَ لَا تُسْمِعُ الْمَوْتَى وَلَا تُسْمِعُ الصُّمَّ الدُّعَاءَ إِذَا وَلَّوْا مُدْبِرِينَ,3461,"['إن', 'سمع', 'مدبر', 'وا', 'دعاء', 'موتى', 'صم']"
3476,30,53,وَمَا أَنتَ بِهَادِ الْعُمْيِ عَن ضَلَالَتِهِمْ إِن تُسْمِعُ إِلَّا مَن يُؤْمِنُ بِآيَاتِنَا فَهُم مُّسْلِمُونَ,3462,"['عم', 'ؤم', 'آيات', 'سمع', 'مسلم', 'ضلال', 'أنت', 'هاد']"
3477,30,54,اللَّهُ الَّذِي خَلَقَكُم مِّن ضَعْفٍ ثُمَّ جَعَلَ مِن بَعْدِ ضَعْفٍ قُوَّةً ثُمَّ جَعَلَ مِن بَعْدِ قُوَّةٍ ضَعْفًا وَشَيْبَةً يَخْلُقُ مَا يَشَاءُ وَهُوَ الْعَلِيمُ الْقَدِيرُ,3463,"['عليم', 'ضعف', 'خلق', 'قو', 'خلق', 'ضعف', 'شاء', 'جعل', 'بعد', 'له', 'شيب', 'قدير', 'هو']"
3478,30,55,وَيَوْمَ تَقُومُ السَّاعَةُ يُقْسِمُ الْمُجْرِمُونَ مَا لَبِثُوا غَيْرَ سَاعَةٍ كَذَلِكَ كَانُوا يُؤْفَكُونَ,3464,"['مجرم', 'وم', 'بث', 'ساع', 'ساع', 'قسم', 'قوم', 'ؤفك']"
3479,30,56,وَقَالَ الَّذِينَ أُوتُوا الْعِلْمَ وَالْإِيمَانَ لَقَدْ لَبِثْتُمْ فِي كِتَابِ اللَّهِ إِلَى يَوْمِ الْبَعْثِ فَهَذَا يَوْمُ الْبَعْثِ وَلَكِنَّكُمْ كُنتُمْ لَا تَعْلَمُونَ,3465,"['تو', 'قال', 'علم', 'علم', 'بعث', 'وم', 'هذا', 'له', 'قد', 'إيم', 'بث', 'لكن', 'تاب']"
3480,30,57,فَيَوْمَئِذٍ لَّا يَنفَعُ الَّذِينَ ظَلَمُوا مَعْذِرَتُهُمْ وَلَا هُمْ يُسْتَعْتَبُونَ,3466,"['معذر', 'يومئذ', 'يستعتب', 'ظلم', 'نفع']"
3481,30,58,وَلَقَدْ ضَرَبْنَا لِلنَّاسِ فِي هَذَا الْقُرْآنِ مِن كُلِّ مَثَلٍ وَلَئِن جِئْتَهُم بِآيَةٍ لَّيَقُولَنَّ الَّذِينَ كَفَرُوا إِنْ أَنتُمْ إِلَّا مُبْطِلُونَ,3467,"['فروا', 'قد', 'آي', 'جئ', 'قول', 'ضرب', 'أنتم', 'قرآن', 'مثل', 'مبطل', 'لئن', 'ناس']"
3482,30,59,كَذَلِكَ يَطْبَعُ اللَّهُ عَلَى قُلُوبِ الَّذِينَ لَا يَعْلَمُونَ,3468,"['طبع', 'له', 'علم', 'قلوب']"
3483,30,60,فَاصْبِرْ إِنَّ وَعْدَ اللَّهِ حَقٌّ وَلَا يَسْتَخِفَّنَّكَ الَّذِينَ لَا يُوقِنُونَ,3469,"['صبر', 'ستخف', 'له', 'عد', 'حق', 'وقن']"
3484,31,1,بِسْمِ اللَّهِ الرَّحْمَنِ الرَّحِيمِ الم,3470,"['سم', 'رحمن', 'له', 'لم', 'رحيم']"
3485,31,2,تِلْكَ آيَاتُ الْكِتَابِ الْحَكِيمِ,3471,"['تلك', 'حكيم', 'كتاب', 'آي']"
3486,31,3,هُدًى وَرَحْمَةً لِّلْمُحْسِنِينَ,3472,"['هدى', 'رحم', 'محسن']"
3487,31,4,الَّذِينَ يُقِيمُونَ الصَّلَاةَ وَيُؤْتُونَ الزَّكَاةَ وَهُم بِالْآخِرَةِ هُمْ يُوقِنُونَ,3473,"['ؤت', 'قيم', 'زكا', 'آخرة', 'وقن', 'صلا']"
3488,31,5,أُولَئِكَ عَلَى هُدًى مِّن رَّبِّهِمْ وَأُولَئِكَ هُمُ الْمُفْلِحُونَ,3474,"['هدى', 'رب', 'أولئك', 'مفلح']"
3489,31,6,وَمِنَ النَّاسِ مَن يَشْتَرِي لَهْوَ الْحَدِيثِ لِيُضِلَّ عَن سَبِيلِ اللَّهِ بِغَيْرِ عِلْمٍ وَيَتَّخِذَهَا هُزُوًا أُولَئِكَ لَهُمْ عَذَابٌ مُّهِينٌ,3475,"['شتري', 'حديث', 'علم', 'غير', 'هز', 'ناس', 'تخذ', 'هو', 'سبيل', 'له', 'أولئك', 'ضل', 'عذاب', 'مه']"
3490,31,7,وَإِذَا تُتْلَى عَلَيْهِ آيَاتُنَا وَلَّى مُسْتَكْبِرًا كَأَن لَّمْ يَسْمَعْهَا كَأَنَّ فِي أُذُنَيْهِ وَقْرًا فَبَشِّرْهُ بِعَذَابٍ أَلِيمٍ,3476,"['أن', 'على', 'يم', 'إذا', 'تلى', 'لم', 'مستكبر', 'قر', 'لى', 'آيات', 'ذن', 'سمع', 'شر', 'عذاب']"
3491,31,8,إِنَّ الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ لَهُمْ جَنَّاتُ النَّعِيمِ,3477,"['صالح', 'آمنو', 'نعيم', 'جن', 'عمل']"
3492,37,138,وَبِاللَّيْلِ أَفَلَا تَعْقِلُونَ,3926,"['ليل', 'عقل', 'لا']"
3493,31,10,خَلَقَ السَّمَاوَاتِ بِغَيْرِ عَمَدٍ تَرَوْنَهَا وَأَلْقَى فِي الْأَرْضِ رَوَاسِيَ أَن تَمِيدَ بِكُمْ وَبَثَّ فِيهَا مِن كُلِّ دَابَّةٍ وَأَنزَلْنَا مِنَ السَّمَاءِ مَاءً فَأَنبَتْنَا فِيهَا مِن كُلِّ زَوْجٍ كَرِيمٍ,3479,"['نزل', 'بكم', 'لقى', 'ريم', 'ميد', 'عمد', 'غير', 'زوج', 'رواس', 'نبت', 'خلق', 'أرض', 'سماو', 'بث', 'رو', 'داب', 'ماء', 'سماء']"
3494,31,11,هَذَا خَلْقُ اللَّهِ فَأَرُونِي مَاذَا خَلَقَ الَّذِينَ مِن دُونِهِ بَلِ الظَّالِمُونَ فِي ضَلَالٍ مُّبِينٍ,3480,"['رو', 'ضلال', 'ماذا', 'مب', 'خلق', 'له', 'ظالم', 'دو']"
3495,31,12,وَلَقَدْ آتَيْنَا لُقْمَانَ الْحِكْمَةَ أَنِ اشْكُرْ لِلَّهِ وَمَن يَشْكُرْ فَإِنَّمَا يَشْكُرُ لِنَفْسِهِ وَمَن كَفَرَ فَإِنَّ اللَّهَ غَنِيٌّ حَمِيدٌ,3481,"['فر', 'إنما', 'قما', 'قد', 'حكم', 'حميد', 'آت', 'له', 'له', 'شكر', 'نفس', 'غن', 'شكر']"
3496,31,13,وَإِذْ قَالَ لُقْمَانُ لِابْنِهِ وَهُوَ يَعِظُهُ يَا بُنَيَّ لَا تُشْرِكْ بِاللَّهِ إِنَّ الشِّرْكَ لَظُلْمٌ عَظِيمٌ,3482,"['قما', 'عظيم', 'له', 'شر', 'إذ', 'ظلم', 'هو', 'عظ', 'شرك', 'اب']"
3497,31,14,وَوَصَّيْنَا الْإِنسَانَ بِوَالِدَيْهِ حَمَلَتْهُ أُمُّهُ وَهْنًا عَلَى وَهْنٍ وَفِصَالُهُ فِي عَامَيْنِ أَنِ اشْكُرْ لِي وَلِوَالِدَيْكَ إِلَيَّ الْمَصِيرُ,3483,"['والد', 'عام', 'هن', 'لي', 'وص', 'إلى', 'حمل', 'فصال', 'إنس', 'هنا', 'شكر', 'مصير', 'مه', 'والد']"
